var,type,label,n,NA.prc,mean,sd,se,md,trimmed,range,skew
code,numeric,code,927,0,5534601766.580367,2754209376.695149,90460104.56841189,5100005043,5508664848.733513,9888873406 (111112360-9999985766),0.13647616125605205
